STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AL,Albania,2016,,517470,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AL,Albania,2017,,549530,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AL,Albania,2018,,579410,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AL,Albania,2019,,599830,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AL,Albania,2020,,583540,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AL,Albania,2021,,663900,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AL,Albania,2022,,773930,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2016,,40690,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2017,,41760,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2018,,43360,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2019,,44570,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2020,,42650,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2021,,45380,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2022,,49640,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2023,,52330,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2024,,53830,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2025,,55710,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2016,,10,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2017,,10,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2018,,10,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2019,,10,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2020,,10,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2021,,10,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2022,,10,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2023,,10,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2024,,20,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2016,,37810,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2017,,38980,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2018,,40210,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2019,,41730,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2020,,40190,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2021,,43680,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2022,,48090,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2023,,51090,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2024,,52310,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2025,,53930,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2016,,7070,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2017,,7720,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2018,,8340,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2019,,9250,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2020,,9440,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2021,,10960,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2022,,13310,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2023,,14660,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2024,,16260,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2025,,18060,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2016,,82160,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2017,,82280,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2018,,85040,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2019,,85300,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2020,,82120,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2021,,88220,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2022,,93340,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2023,,93570,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2024,,94720,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2025,,95390,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2016,,21930,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2017,,23230,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2018,,24660,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2019,,26110,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2020,,24630,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2021,,27850,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2022,,31560,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2023,,33870,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2024,,35670,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2025,,36850,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2016,,460640,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2017,,492290,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2018,,519810,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2019,,558170,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2020,,554960,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2021,,600690,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2022,,655220,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2023,,704140,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2024,,739600,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2025,,785410,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2016,,39030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2017,,40630,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2018,,41800,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2019,,43030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2020,,42020,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2021,,44910,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2022,,48340,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2023,,50660,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2024,,51830,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2025,,53520,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2016,,366840,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2017,,379800,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2018,,387230,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2019,,396020,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2020,,399090,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2021,,436130,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2022,,479360,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2023,,468720,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2024,,489710,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2025,,509800,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,,32170,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,,33320,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,,34350,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,,35410,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,,33840,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021,,36750,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2022,,39860,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023,,41950,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2024,,43410,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,,44950,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA12,Euro area - 12 countries (2001-2006),2016,,32920,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA12,Euro area - 12 countries (2001-2006),2017,,34080,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,EA12,Euro area - 12 countries (2001-2006),2018,,35100,,,,,
